turn	status	context_tokens	cache_n	prompt_n	predicted_n	cache_ratio	processed_pp	effective_context_pp	tg	prompt_ms	predicted_ms	wall_ms	tokens_cached	response_sha256	prompt_file	response_file	slots_file
1	ok	3838	0	3742	96	0.000000	239.396730	239.396730	41.545456	15630.957	2310.722	17996	3837	d607009390f72eb15c698c80ee9002166a9a70af13ef92fe39a2b606fc827111	/home/stefan/llama.cpp-gfx906/bench-results/q8-cache-smoke-20260609T024806Z/turn-1.prompt.txt	/home/stefan/llama.cpp-gfx906/bench-results/q8-cache-smoke-20260609T024806Z/turn-1.response.json	/home/stefan/llama.cpp-gfx906/bench-results/q8-cache-smoke-20260609T024806Z/turn-1.slots.json
2	ok	4831	3837	898	96	0.810348	216.089474	1139.402736	40.031108	4155.686	2398.135	6621	4830	3826339051e8a1732372c8c642e944aefc758416447521458e59e07dfa33e4cb	/home/stefan/llama.cpp-gfx906/bench-results/q8-cache-smoke-20260609T024806Z/turn-2.prompt.txt	/home/stefan/llama.cpp-gfx906/bench-results/q8-cache-smoke-20260609T024806Z/turn-2.response.json	/home/stefan/llama.cpp-gfx906/bench-results/q8-cache-smoke-20260609T024806Z/turn-2.slots.json
