turn	status	context_tokens	cache_n	prompt_n	predicted_n	cache_ratio	processed_pp	effective_context_pp	tg	prompt_ms	predicted_ms	wall_ms	tokens_cached	response_sha256	prompt_file	response_file	slots_file
1	ok	34450	0	34354	96	0.000000	352.531441	352.531441	4.394445	97449.464	21845.761	119484	34449	9cd33da4e6952aa9aef89639f747592531197115125f927da364e1a6e0e4fad7	/home/stefan/llama.cpp-gfx906/bench-results/minimax-cache-session-fattn-cuda-rr-20260606T043146Z/turn-1.prompt.txt	/home/stefan/llama.cpp-gfx906/bench-results/minimax-cache-session-fattn-cuda-rr-20260606T043146Z/turn-1.response.json	/home/stefan/llama.cpp-gfx906/bench-results/minimax-cache-session-fattn-cuda-rr-20260606T043146Z/turn-1.slots.json
2	ok	45811	34449	11266	96	0.753560	255.317006	1036.021386	3.405396	44125.537	28190.551	72559	45810	4bf8885ba3f39a78541993b1f9ed0d31c62c511402b791803528175549c5d75e	/home/stefan/llama.cpp-gfx906/bench-results/minimax-cache-session-fattn-cuda-rr-20260606T043146Z/turn-2.prompt.txt	/home/stefan/llama.cpp-gfx906/bench-results/minimax-cache-session-fattn-cuda-rr-20260606T043146Z/turn-2.response.json	/home/stefan/llama.cpp-gfx906/bench-results/minimax-cache-session-fattn-cuda-rr-20260606T043146Z/turn-2.slots.json
